State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
PA,82,221,false,true,44,411.9,11,98.71,330.4,80,48.35,400.9,172,72.48,6.4,6,8.68,7,true
AL,44,743,true,true,6,294.8,21,2.24,221.1,128,59.16,106.4,130,92.66,8.7,0,7.0,9,false
MO,145,495,true,false,38,242.5,152,16.06,138.3,55,93.45,411.1,149,28.22,9.9,5,8.44,1,true
FL,39,752,true,true,25,258.0,138,66.05,254.9,135,78.98,292.3,40,83.65,0.5,7,5.07,10,true
KS,19,169,true,true,39,422.8,166,24.97,9.1,168,35.27,296.9,71,20.28,18.7,9,3.25,2,false
CA,22,428,true,true,1,284.8,28,15.55,366.9,21,80.88,481.8,172,31.88,19.8,15,5.95,3,true
KY,159,892,true,true,21,457.4,89,39.91,196.6,54,28.79,391.4,105,10.1,12.0,6,0.9,2,true
KY,87,21,false,false,30,224.8,157,19.15,24.7,71,83.85,345.0,39,98.31,0.6,5,6.56,5,true
AZ,41,223,false,false,17,407.2,69,43.78,205.4,80,87.76,410.0,193,16.33,10.7,10,0.96,7,false
NY,196,653,true,true,5,124.6,134,15.11,59.1,78,97.05,29.0,0,44.47,5.0,13,3.37,6,false
CA,101,213,false,true,45,378.2,170,22.93,491.7,49,35.84,219.3,62,86.72,18.4,16,6.67,3,true
PA,77,385,true,false,17,66.2,150,57.51,180.0,93,99.08,315.9,37,26.92,3.1,17,7.19,3,false
MN,166,223,true,false,47,372.3,4,1.99,332.0,75,42.41,190.1,196,49.26,10.2,6,0.26,1,true
IL,25,31,false,false,17,397.6,85,98.71,95.0,113,6.55,499.1,94,45.38,6.6,6,6.85,6,false
IA,37,19,false,false,29,194.6,43,81.7,488.0,7,97.85,382.9,126,69.98,19.2,8,5.59,1,false
CA,135,292,false,false,28,186.9,173,83.6,182.5,135,99.07,295.3,92,22.2,9.1,18,2.27,4,false
UT,39,554,true,true,32,242.6,140,40.31,440.0,148,24.89,226.4,111,85.56,18.8,6,6.69,8,true
WI,183,866,true,false,16,174.2,62,29.97,242.2,144,95.54,449.2,85,31.56,18.3,10,8.68,6,true
OH,190,653,true,true,41,364.8,20,62.57,499.4,83,3.14,34.5,195,90.59,6.7,2,1.24,0,false
IN,48,922,false,false,12,238.0,15,6.34,175.6,98,75.06,417.8,106,51.32,18.5,7,1.8,4,true
FL,109,342,false,true,22,300.4,115,63.93,226.0,89,23.83,18.2,121,60.35,6.4,5,0.09,3,true
IN,164,661,true,false,33,242.5,109,42.05,232.4,17,4.94,49.9,146,11.49,0.3,3,3.66,7,false
CA,79,329,true,true,36,373.4,10,72.42,486.5,150,44.49,354.2,26,56.51,2.3,4,0.35,2,false
MO,9,557,false,false,19,168.3,116,37.87,179.2,155,90.21,288.5,127,6.51,3.7,7,1.77,1,false
FL,44,497,false,true,35,74.4,89,24.49,248.9,141,39.54,390.7,85,43.92,4.4,19,0.59,0,false
TX,184,474,false,true,16,25.3,5,97.58,30.4,63,66.58,257.2,161,30.08,13.7,10,9.11,3,false
FL,84,89,false,false,31,37.2,134,20.2,446.8,188,44.67,190.7,127,86.14,0.3,0,4.56,2,false
SC,188,522,true,false,41,14.8,159,93.7,196.2,43,25.72,248.1,27,34.75,13.2,14,3.53,5,false
TX,5,930,false,true,4,285.7,140,75.55,339.8,102,49.96,75.6,76,0.9,6.6,17,6.78,4,false
NY,89,625,true,true,15,78.9,68,27.56,188.5,189,38.22,318.0,172,82.67,1.6,18,7.58,8,false
MO,7,587,false,false,47,386.8,134,72.38,486.6,179,69.2,282.0,135,22.34,7.6,10,1.99,3,false
NC,122,408,false,false,20,173.7,166,42.29,75.7,59,45.92,326.6,90,36.01,19.2,10,9.23,10,false
WI,113,794,true,false,30,330.6,67,3.62,348.5,71,9.85,429.1,47,50.98,7.1,4,0.82,7,false
CA,189,198,false,true,14,387.3,104,69.52,84.5,110,54.35,228.4,151,89.92,8.6,0,6.54,4,false
VA,176,754,false,true,41,246.0,112,51.9,248.1,34,19.74,232.7,141,98.21,19.5,13,5.96,9,true
OH,113,249,false,true,32,51.3,29,99.79,497.4,131,9.96,371.7,35,28.4,16.4,0,6.2,10,false
WA,47,438,true,false,45,283.8,39,35.36,36.7,13,41.56,468.6,139,37.69,10.8,3,3.31,5,true
KY,174,481,false,true,24,171.6,129,10.91,297.1,75,74.63,38.1,53,72.26,3.9,14,7.5,3,true
FL,107,922,false,false,28,304.7,48,36.98,485.4,197,23.54,316.1,163,78.8,10.6,2,0.83,10,false
PA,153,15,false,true,28,283.6,85,60.78,49.2,156,63.32,465.5,57,37.3,19.5,7,4.5,2,true
MA,177,614,false,false,46,349.9,139,92.38,36.5,45,93.77,81.1,189,73.47,6.8,19,2.98,3,false
CO,87,411,true,false,7,30.7,112,8.34,225.6,19,42.38,186.2,173,70.67,11.0,12,0.5,6,true
NV,45,521,true,true,41,169.4,11,92.27,143.2,9,1.8,159.0,63,19.71,19.5,8,5.41,7,true
NY,18,40,false,true,33,167.6,18,49.53,400.0,176,88.95,122.9,195,42.87,5.9,1,6.7,1,true
MI,49,887,true,false,13,82.3,5,18.77,95.7,32,29.79,37.9,127,52.18,16.0,14,4.17,5,true
MO,98,770,false,false,12,171.9,30,90.9,461.2,34,3.7,142.4,131,32.13,6.8,1,7.43,0,true
SD,11,949,false,false,43,208.0,36,18.9,403.9,64,6.21,132.5,70,5.73,1.5,7,5.38,4,true
CA,175,602,true,true,8,229.0,9,8.1,326.3,25,84.65,14.9,53,24.44,17.5,0,2.13,5,true
TX,131,28,true,true,46,212.1,8,55.15,456.6,84,23.56,188.5,31,86.22,19.0,4,3.67,5,false
WA,65,268,false,false,46,393.5,67,4.09,357.0,76,76.62,474.9,156,83.53,18.0,3,3.65,8,true
PA,13,254,true,false,42,102.4,23,18.07,31.0,72,43.12,89.3,200,29.72,9.6,5,7.85,4,true
NY,92,533,true,false,48,60.0,67,56.99,149.8,174,69.4,187.5,196,8.18,0.3,20,0.26,3,false
CA,107,394,true,true,39,106.8,59,48.32,398.8,77,68.77,255.8,65,2.31,19.5,18,4.21,0,true
TX,89,919,true,true,24,190.7,190,16.46,153.8,173,75.11,234.6,130,33.8,18.7,15,5.69,2,false
NV,192,436,true,false,20,55.6,89,6.07,21.9,111,85.64,110.0,29,94.9,19.5,10,6.47,8,false
AL,167,374,false,true,35,216.1,20,31.4,170.0,83,18.02,126.0,187,24.1,12.7,2,2.61,5,true
GA,169,124,false,true,43,81.5,119,2.56,245.8,74,91.95,229.9,116,96.08,19.1,11,6.67,3,true
MA,166,387,true,true,1,423.7,27,71.5,324.9,97,18.54,307.2,123,89.76,14.9,19,7.19,9,true
CO,80,167,false,true,48,477.5,174,40.77,458.9,91,81.73,96.6,79,25.42,3.6,8,6.33,0,true
CA,68,799,false,false,17,455.5,138,49.59,459.7,6,18.04,124.0,181,28.29,11.3,0,9.89,1,true
KY,29,552,true,false,27,325.2,9,20.03,465.5,134,31.91,457.5,182,73.94,12.0,6,7.34,6,true
NV,5,9,false,true,2,47.6,178,25.96,160.8,14,13.98,440.7,99,11.08,15.9,7,5.43,8,false
IL,146,953,true,true,32,382.2,54,69.28,428.5,177,66.92,107.3,16,16.2,5.0,20,4.13,9,true
FL,166,572,false,true,40,88.7,180,87.47,242.0,49,69.22,362.8,40,41.76,5.4,6,7.14,10,true
CT,114,378,true,true,48,243.1,4,18.17,246.5,113,25.56,52.2,15,3.83,6.7,9,3.51,3,false
TX,189,271,false,false,40,337.8,81,89.48,42.7,60,64.84,447.7,6,81.32,5.8,7,5.37,4,false
NE,113,739,true,false,50,45.1,69,32.17,39.1,41,25.15,92.2,92,67.8,19.6,12,4.94,3,true
IN,143,419,false,false,20,317.0,96,58.94,51.8,200,94.17,230.1,122,49.98,14.3,4,7.31,0,true
CO,37,576,true,false,50,376.4,68,18.92,430.8,191,3.52,253.3,196,40.05,3.8,13,8.24,5,false
TX,196,693,true,false,17,132.1,65,28.1,24.6,46,10.61,30.8,43,67.46,19.0,5,6.95,2,false
WA,179,854,true,true,36,287.2,145,47.26,403.5,130,10.63,209.7,43,97.12,16.8,13,4.34,1,true
FL,67,364,true,true,13,399.9,183,5.74,15.1,141,86.7,31.3,99,23.02,11.2,6,3.96,0,false
WV,14,992,false,false,43,405.1,123,52.15,110.9,12,92.24,8.5,65,84.99,10.7,12,2.94,6,true
CA,69,402,false,false,45,87.6,58,0.41,426.0,132,98.04,254.6,89,85.37,19.8,18,8.64,3,true
AZ,180,415,true,false,10,159.1,17,89.96,435.3,96,82.7,440.1,110,63.13,6.2,13,8.94,1,false
CA,165,534,false,true,17,207.4,141,52.87,359.5,20,21.06,102.9,59,60.63,10.7,17,8.19,7,true
CA,111,426,true,true,25,300.8,38,15.09,384.4,63,79.24,382.4,91,82.55,9.9,20,6.2,10,true
IL,152,248,true,false,40,498.1,89,9.37,39.1,55,54.04,46.5,52,89.71,8.1,17,9.36,4,true
CA,79,789,false,true,8,109.7,147,88.29,486.4,10,94.59,193.0,59,82.38,2.3,0,2.61,10,true
NV,62,647,false,false,18,154.1,115,97.65,363.7,108,93.23,401.9,45,36.42,0.6,20,0.36,1,false
VA,69,618,false,true,21,465.3,151,93.64,238.4,154,56.05,38.6,67,22.17,0.8,14,8.44,4,false
TX,84,242,true,true,34,305.9,151,24.33,6.3,99,30.14,450.8,66,31.97,10.0,14,4.11,2,false
OH,150,859,true,false,28,233.0,169,74.36,301.4,125,84.37,494.1,148,13.61,10.7,16,8.9,6,true
TX,191,551,true,false,20,127.0,42,0.27,266.9,121,64.95,280.5,125,4.29,9.0,20,3.01,4,true
SC,50,351,false,true,17,287.6,127,28.19,69.7,114,99.17,218.3,116,71.28,11.8,19,6.42,3,true
NY,34,802,false,true,37,48.1,76,33.41,499.3,28,27.06,338.8,38,82.45,8.9,2,4.15,6,true
OH,41,827,false,false,26,117.3,92,1.49,173.3,150,10.23,18.2,99,38.13,14.5,15,0.17,1,true
PA,2,900,false,true,28,453.9,187,19.39,62.2,12,26.36,152.0,113,42.4,8.4,11,7.72,7,true
TN,131,908,true,true,2,190.2,50,50.88,147.1,107,86.9,267.1,26,75.52,11.2,3,8.61,4,false
NV,15,858,true,false,26,165.0,78,84.52,143.8,16,66.57,270.5,174,82.5,7.8,11,3.67,7,true
WV,31,485,false,false,17,206.3,28,92.07,223.3,96,41.49,249.3,117,95.25,16.7,14,5.29,10,false
NJ,98,556,true,false,26,96.1,21,49.8,447.4,98,66.98,470.7,0,0.16,5.9,2,2.12,5,true
VT,71,146,true,true,40,181.0,93,80.62,302.1,156,19.75,372.4,85,47.93,0.3,12,8.6,0,false
FL,65,635,true,true,26,273.9,11,58.36,206.1,23,78.58,218.7,199,42.2,12.8,12,3.88,1,false
MO,154,422,true,true,24,242.8,69,87.53,76.3,192,73.43,300.8,188,51.58,13.6,15,4.78,10,true
FL,19,618,true,false,44,274.9,31,13.08,175.4,113,11.99,363.4,40,21.2,3.0,6,1.93,10,false
NY,43,959,true,true,17,388.2,88,76.03,429.9,80,53.23,275.5,55,38.08,11.4,18,6.35,9,false
NY,98,642,true,true,0,372.1,147,45.09,42.4,76,94.56,415.7,163,94.15,17.5,0,7.04,9,true
FL,48,436,true,true,49,309.7,12,10.47,198.7,113,52.85,179.2,128,82.26,5.1,13,5.27,2,false
LA,67,564,true,true,10,73.4,82,48.52,191.7,180,52.69,464.2,61,10.02,9.9,10,4.81,7,true
MI,65,467,true,false,41,302.5,37,58.15,341.9,73,33.16,229.6,183,64.16,11.6,11,4.19,0,false
MD,176,685,false,true,10,33.8,195,51.79,183.6,139,18.18,120.6,34,95.65,3.3,18,3.36,0,false
NC,161,550,false,false,26,454.5,27,77.58,198.9,86,88.17,430.6,91,51.1,18.8,9,7.16,4,true
FL,144,959,false,false,10,390.6,174,60.0,443.9,122,52.83,173.3,188,36.11,18.4,1,8.77,2,true
CA,165,587,false,false,37,330.3,150,36.2,344.4,73,9.69,240.3,197,72.43,15.3,8,0.03,7,true
NY,57,975,true,true,48,204.2,137,61.2,224.0,108,88.39,276.4,63,17.34,6.4,17,2.65,4,false
KS,45,212,true,true,18,376.2,63,51.18,14.2,144,80.51,253.3,61,77.11,0.3,13,5.2,4,true
MS,92,356,false,false,13,260.6,136,87.5,319.6,136,73.11,372.3,174,62.71,7.7,20,5.69,1,false
GA,192,707,false,false,36,311.0,29,85.9,298.3,18,48.69,330.3,29,33.14,4.1,14,4.52,2,true
OK,83,959,true,false,10,53.0,172,53.05,205.4,150,87.45,253.1,51,92.65,18.6,14,9.49,0,true
CA,43,260,false,false,14,202.9,72,47.93,81.3,77,98.06,56.7,96,55.42,7.7,3,4.73,7,true
NC,105,167,true,false,22,165.7,184,45.9,281.4,38,94.41,27.4,35,42.07,5.4,6,0.91,5,false
OK,114,730,true,true,7,399.1,88,57.16,109.3,29,50.89,327.6,100,93.56,2.7,17,4.46,0,true
VA,132,482,true,true,33,296.1,10,48.87,5.1,11,22.67,30.0,33,82.18,11.0,5,6.0,0,false
VA,67,988,false,true,46,363.2,0,5.0,461.0,26,59.44,278.8,178,62.49,19.9,13,6.96,3,false
NC,102,189,false,false,42,318.5,116,35.29,56.0,110,4.56,103.0,87,60.89,10.1,3,4.7,9,false
IN,191,246,false,false,37,240.7,74,98.75,498.5,26,28.96,483.1,65,58.86,1.0,17,3.36,2,true
TX,183,301,true,false,24,390.2,144,11.34,415.3,22,14.27,464.2,170,77.93,5.5,15,2.14,9,true
GA,108,160,true,true,17,419.8,190,30.2,409.5,90,5.04,152.9,185,65.18,1.5,14,0.42,10,false
TX,126,614,false,true,46,360.4,56,73.99,285.7,69,6.88,271.3,162,20.17,4.9,5,2.13,3,true
IL,143,659,false,true,6,24.0,129,84.08,385.4,72,84.17,283.4,135,36.57,2.2,16,8.15,0,false
RI,79,166,false,true,49,329.5,146,77.18,446.9,194,14.16,182.4,101,49.51,14.8,15,5.25,0,false
KS,42,840,true,false,30,268.6,140,16.8,339.8,103,0.42,426.6,172,87.45,4.8,10,8.47,3,true
CO,92,597,false,false,44,408.2,38,26.98,336.3,140,70.4,42.1,93,98.36,13.5,9,0.15,5,true
TX,192,614,false,false,49,264.6,129,13.32,266.6,142,44.44,65.7,104,82.59,18.5,18,9.94,0,false
KY,121,585,false,true,46,326.9,173,17.42,34.3,3,6.31,324.8,111,20.35,13.6,14,1.75,6,false
TX,64,170,false,false,29,15.5,118,23.23,111.8,86,58.01,439.9,88,62.18,7.4,8,8.18,9,false
CA,149,680,false,true,6,129.0,164,64.91,317.9,51,10.4,154.0,101,44.89,17.2,5,7.35,7,false
NV,105,492,true,false,4,269.9,151,40.49,443.9,91,70.47,448.0,79,44.66,4.9,17,9.9,4,false
PA,162,786,false,true,8,49.8,37,5.98,193.7,76,28.56,377.7,154,2.49,6.9,11,9.77,3,true
OK,97,50,true,true,46,480.7,154,15.32,210.8,189,21.69,262.6,80,88.74,4.8,10,1.77,9,false
NY,137,179,false,false,45,99.4,135,99.27,252.3,194,80.8,343.2,134,36.99,2.3,2,9.32,9,true
CT,172,693,true,false,39,208.5,94,62.56,345.0,2,0.34,122.9,35,96.23,19.7,3,2.74,3,true
DC,64,212,true,true,22,366.1,77,21.49,142.5,163,74.01,458.8,24,39.27,8.1,16,7.37,10,false
MN,79,587,true,false,0,322.2,20,96.73,155.9,61,47.48,265.5,124,71.73,13.3,15,5.62,6,true
FL,152,734,false,true,31,370.6,8,2.29,260.3,134,67.1,286.7,29,54.03,18.9,3,6.2,2,true
MN,158,470,true,true,49,461.2,89,44.61,177.0,40,49.8,219.0,134,48.09,16.4,5,8.01,5,true
TN,149,808,true,false,34,247.9,153,37.92,327.1,183,64.29,63.9,98,36.47,2.2,18,5.6,0,false
IL,65,276,false,true,26,354.0,91,30.31,369.9,28,96.37,323.6,158,74.61,10.6,4,9.94,5,false
NC,30,218,false,false,20,272.5,183,20.21,93.1,83,45.86,146.8,37,42.18,14.2,8,0.35,10,false
GA,181,34,false,false,25,452.0,183,64.07,372.9,123,46.1,407.8,30,48.67,15.2,10,8.38,5,false
IN,124,713,false,true,4,224.1,124,14.74,354.5,13,63.07,338.7,148,60.59,18.0,20,0.58,7,false
MO,51,762,true,true,21,95.0,132,6.27,363.6,66,39.83,9.4,94,11.86,7.9,17,6.15,9,true
AZ,49,860,true,false,30,34.5,191,23.35,62.8,78,71.83,259.4,129,52.06,15.2,12,1.89,6,false
FL,63,821,false,false,27,431.7,118,17.23,85.3,71,83.63,362.4,153,43.34,2.3,9,8.36,9,true
MN,104,187,false,true,1,428.1,71,80.24,315.0,79,81.58,485.6,98,73.33,10.7,1,9.43,4,true
DC,173,878,false,false,24,425.3,134,31.95,200.4,195,78.8,384.2,87,83.98,14.3,19,3.99,4,false
NC,190,722,false,true,39,9.7,150,53.99,340.0,113,5.8,34.9,111,47.16,17.9,3,6.15,1,true
IN,150,609,true,false,36,342.8,85,91.92,203.3,40,55.11,241.4,110,44.13,0.2,4,2.37,4,true
DC,141,84,false,true,21,177.4,94,46.31,263.8,38,74.94,400.4,8,69.36,0.3,6,1.71,3,false
GA,130,124,true,true,3,290.4,90,95.47,424.4,48,6.0,340.0,45,32.48,0.3,2,3.95,1,false
CO,147,460,false,false,36,398.0,154,77.34,496.2,52,90.76,295.8,134,24.66,16.0,18,3.63,10,false
TX,68,163,false,false,49,63.4,60,29.09,236.4,122,63.68,125.8,164,57.15,0.1,4,9.38,2,true
NE,81,443,true,false,35,92.8,15,13.97,259.7,145,56.55,400.2,127,99.79,4.5,3,4.28,1,false
NY,39,492,false,true,47,223.4,32,56.31,476.0,157,23.74,169.9,57,29.82,16.4,12,2.36,10,false
OH,29,186,true,false,16,271.7,137,26.13,233.8,8,92.28,378.3,132,14.22,1.9,14,4.03,0,false
HI,23,779,true,false,7,173.1,44,33.03,487.2,132,21.63,86.4,146,12.64,14.3,10,6.95,6,false
MO,3,625,true,false,36,153.7,126,86.17,405.1,179,63.97,272.4,181,1.57,10.1,2,6.78,5,false
FL,69,896,false,true,3,204.9,154,66.54,103.6,139,69.12,126.3,16,80.41,6.1,13,1.84,5,false
TX,31,969,false,true,4,292.9,24,47.47,422.0,55,86.09,456.9,57,82.34,0.4,17,0.12,7,false
PA,86,627,true,false,27,79.5,73,40.21,290.6,25,99.22,180.8,62,31.12,13.0,16,8.59,8,false
CA,116,491,true,true,26,134.9,193,27.93,47.4,154,58.92,76.2,77,70.77,4.5,3,4.51,10,true
PA,22,177,false,true,18,59.2,163,80.05,73.1,149,3.68,103.8,148,64.35,19.5,8,2.23,4,true
OH,6,366,false,false,22,230.3,109,94.41,6.8,30,25.55,62.6,88,28.6,9.3,0,9.68,1,false
NY,140,808,false,false,12,418.4,105,45.04,130.3,11,64.73,344.1,165,96.96,17.9,5,7.5,10,false
CA,97,817,true,false,2,175.2,104,19.45,162.3,67,81.92,131.3,63,51.6,13.9,20,3.18,0,true
AL,145,983,true,false,27,73.5,0,34.92,346.0,8,18.76,40.0,47,0.67,17.2,8,3.6,2,false
MI,23,420,false,true,49,393.2,92,94.23,271.3,57,86.04,72.6,41,21.23,19.0,17,1.64,9,true
CA,28,553,false,true,35,493.4,36,6.75,428.3,13,98.24,13.0,73,37.52,14.4,20,3.25,8,false
FL,39,740,true,false,22,291.2,14,56.95,280.0,25,30.27,461.9,152,14.34,10.3,4,5.63,8,false
MO,148,499,false,true,12,37.8,53,67.87,46.1,193,72.75,498.3,152,85.2,14.2,14,5.64,10,false
TX,161,672,true,true,20,323.6,198,43.31,41.0,166,41.08,260.3,184,69.02,2.2,6,6.89,10,true
VA,81,191,true,true,2,289.6,180,3.04,216.1,8,94.03,283.8,196,82.18,18.4,8,7.85,8,true
FL,67,492,false,true,35,33.8,150,76.33,473.4,130,90.39,489.7,63,5.91,19.7,16,7.8,6,true
MN,43,739,false,true,40,498.1,168,57.85,344.9,85,95.87,280.6,48,64.12,0.7,16,6.38,9,true
LA,144,810,false,true,12,39.8,117,4.22,212.6,144,49.55,67.7,61,31.55,2.9,16,9.12,8,true
CO,34,103,false,true,33,421.2,31,93.16,397.7,151,10.04,98.5,67,64.21,18.9,16,5.57,5,false
WA,134,597,true,true,33,332.9,199,79.78,45.9,113,14.09,495.0,130,70.79,6.9,9,6.74,2,true
LA,108,174,false,false,22,357.2,4,25.2,223.9,41,47.53,497.3,87,43.2,4.1,13,4.96,10,true
FL,65,21,true,true,50,448.8,198,61.0,378.1,37,37.96,39.4,30,5.94,0.7,7,9.26,6,true
PA,115,420,true,false,18,258.2,87,16.24,403.2,74,83.1,298.9,100,47.82,12.0,8,7.0,8,false
FL,200,979,false,false,19,418.4,23,93.02,7.6,56,35.12,352.3,155,70.3,13.4,0,6.09,8,false
VA,67,940,false,false,45,486.9,199,5.21,318.0,30,68.91,485.7,186,9.45,13.2,11,6.56,6,true
FL,179,25,true,false,43,159.1,4,69.45,300.4,82,33.76,378.8,27,72.77,4.7,10,2.6,8,false
LA,189,759,false,false,29,382.0,84,97.55,483.0,70,34.78,287.2,99,33.44,9.3,14,7.1,2,true
OH,2,452,false,false,31,81.7,34,57.41,54.0,56,99.66,89.7,117,4.29,8.2,8,3.23,0,false
PA,180,872,true,true,7,60.3,78,71.3,117.6,82,55.12,192.8,157,11.87,7.8,11,0.68,5,false
VA,132,491,true,false,4,285.0,137,94.3,170.5,76,18.16,196.0,113,3.85,12.2,7,8.84,0,true
IL,46,301,true,true,0,452.2,49,50.76,228.7,119,25.45,277.5,147,3.36,3.0,17,5.1,5,true
KY,99,95,false,false,46,25.6,138,80.17,197.5,191,26.95,21.4,188,82.63,15.9,15,6.6,2,false
CA,125,164,false,false,40,397.3,88,28.59,113.2,4,28.37,479.2,110,62.17,20.0,4,9.53,3,false
TX,192,569,false,false,15,243.4,161,69.91,420.7,69,27.84,260.1,176,86.33,19.0,3,5.75,8,false
VA,178,959,true,true,5,99.3,76,83.13,293.1,22,27.21,221.5,78,97.83,8.3,20,4.12,0,false
WA,152,91,true,true,36,3.3,186,53.53,263.4,61,99.28,499.2,96,26.84,10.6,20,7.06,6,true
CO,123,270,false,false,37,95.8,117,51.79,319.7,173,4.38,18.6,78,58.29,3.6,5,4.06,4,true
NY,2,921,false,true,0,80.1,31,75.99,142.8,32,75.33,342.8,68,34.95,10.1,3,6.64,1,false
NY,51,139,true,false,33,45.2,151,45.52,63.3,105,40.93,376.4,143,39.0,5.6,13,3.97,4,false
TX,74,380,true,true,19,27.4,179,22.61,450.5,50,35.83,256.9,140,41.34,10.3,6,8.15,8,false
FL,191,919,false,false,6,162.8,98,1.69,323.2,95,85.87,56.8,29,52.79,12.5,9,9.26,4,true
MS,176,347,false,false,10,259.4,192,46.12,370.7,149,91.17,485.4,168,42.47,4.2,2,1.59,2,true
CA,109,459,false,false,40,355.5,82,27.7,104.6,89,67.99,381.0,14,49.8,6.1,10,8.35,2,false
OH,8,285,false,true,32,325.5,14,59.89,170.2,2,96.46,199.4,177,37.7,13.0,3,1.18,4,false
FL,44,487,false,false,39,66.1,8,24.31,132.1,50,91.97,189.4,44,76.71,14.5,2,4.23,4,false
TX,58,648,true,false,32,411.0,131,44.03,362.4,161,13.71,345.5,13,92.47,8.4,14,8.45,4,true
MD,79,555,false,false,44,432.5,69,56.17,287.9,82,61.84,469.2,49,37.46,2.6,16,5.32,4,true
PA,99,651,true,true,4,487.6,11,4.25,29.9,160,17.41,48.0,81,48.18,8.1,14,6.28,6,true
CA,120,786,true,false,3,106.8,71,25.25,323.5,120,8.98,441.7,81,56.77,5.5,15,7.18,9,false
TX,17,551,false,false,10,192.0,142,19.5,384.2,63,61.64,431.2,69,20.43,18.8,17,9.9,3,false
MS,114,417,true,true,18,167.6,156,89.67,467.3,164,78.86,165.3,55,87.28,1.9,19,2.0,3,false
CO,112,511,true,false,16,228.6,113,30.76,238.3,146,86.64,334.6,100,12.85,5.8,18,2.77,1,false
UT,104,245,false,false,27,116.6,198,23.59,244.5,161,90.74,122.8,198,89.65,6.6,0,2.81,4,false
TN,67,665,false,true,7,11.3,129,30.6,283.3,179,96.4,461.7,166,41.9,1.9,19,6.98,7,true
SC,123,362,true,false,4,34.9,132,42.04,179.3,106,22.76,221.3,45,69.33,8.0,2,3.55,6,false
DE,85,456,true,false,12,280.6,148,53.04,168.8,167,57.09,401.0,128,78.65,18.4,0,4.31,9,true
CA,153,276,false,true,24,186.8,130,79.8,143.9,152,7.09,153.3,107,42.23,0.1,7,1.8,4,true
OH,77,570,true,true,25,31.0,89,62.45,257.0,189,1.59,50.6,181,50.29,17.1,16,4.15,1,false
FL,148,764,true,true,14,54.2,70,73.43,120.0,46,62.33,162.9,88,0.81,10.4,11,7.2,7,true
IL,96,702,true,false,28,20.8,156,10.99,438.9,64,17.84,147.0,133,45.59,2.3,19,7.1,1,true
MN,190,303,false,false,44,64.1,74,92.08,21.1,172,34.39,472.4,145,33.61,14.7,9,3.34,4,false
TX,132,601,false,true,28,391.8,79,39.2,36.7,174,58.87,141.2,154,50.36,0.6,11,8.05,10,true
TX,187,909,false,true,19,201.8,124,93.28,311.1,115,42.63,202.4,178,100.0,12.0,13,2.18,3,true
CA,147,534,true,false,28,3.2,74,71.91,201.8,37,86.0,68.4,195,28.54,5.1,13,3.14,1,true
AL,148,738,false,true,50,253.7,15,77.85,316.5,95,40.97,456.5,185,67.85,18.3,9,0.27,9,false
WI,173,367,false,false,21,457.8,76,95.04,403.9,22,75.57,273.0,10,37.45,3.1,19,4.27,1,false
VA,15,640,true,true,49,379.2,191,15.81,192.9,21,46.28,38.6,53,33.09,15.0,16,8.73,2,true
IL,195,580,true,true,4,269.8,71,1.83,221.7,198,55.4,465.5,75,33.1,9.0,5,7.96,5,true
MD,174,410,false,true,4,191.4,78,70.02,36.4,40,76.66,222.3,21,8.54,5.3,8,1.24,5,true
PA,40,576,false,true,42,242.1,93,28.93,79.2,30,87.5,204.0,106,61.57,7.3,18,5.43,2,false
AL,108,395,true,true,6,216.1,179,42.51,114.8,163,53.68,65.3,182,67.07,10.3,0,1.65,3,false
ND,70,869,false,true,17,28.3,169,92.64,223.4,87,65.18,317.5,152,75.89,5.3,19,3.97,3,false
MI,96,843,false,true,15,158.0,90,11.26,4.5,129,24.67,338.2,93,29.23,1.6,15,2.03,4,true
GA,67,687,true,false,38,216.2,85,3.97,154.5,77,88.36,350.9,147,16.78,17.8,15,1.54,5,true
GA,139,464,true,true,35,170.5,199,45.04,242.3,82,99.03,158.1,116,41.51,19.0,8,3.15,7,false
NV,143,748,false,false,47,75.0,169,47.77,124.3,83,3.58,112.8,147,57.49,2.8,16,3.04,6,false
FL,179,967,true,false,43,229.6,91,12.57,379.0,186,43.43,128.3,66,51.29,4.2,7,6.63,5,true
GA,9,127,true,false,29,220.6,3,51.52,269.2,13,26.31,196.4,166,79.84,17.3,17,8.34,7,false
NY,24,775,true,true,7,152.2,185,74.76,49.5,156,13.42,459.5,52,0.95,10.4,20,2.77,9,false
IN,185,381,true,false,34,352.3,135,63.94,213.3,93,58.37,161.3,35,40.34,10.7,13,4.86,0,true
DC,15,168,true,true,31,437.0,66,8.93,69.0,13,89.16,160.6,182,31.16,1.5,9,9.47,7,false
CA,149,882,true,true,35,104.6,47,24.48,118.4,193,44.88,124.6,87,67.31,16.4,14,6.33,3,false
TX,153,441,true,false,47,41.1,197,72.12,319.5,174,16.29,456.8,165,70.58,18.5,5,1.67,4,true
FL,149,117,true,true,20,257.7,111,57.61,298.7,1,26.46,462.9,118,15.23,12.2,8,6.33,5,false
CA,130,460,true,false,31,371.4,197,83.39,309.0,198,49.46,342.3,107,16.66,10.9,1,5.96,0,false
