State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
,147,854,false,false,16,399.7,38,12.35,14.8,130,20.57,73.6,23,80.03,5.4,20,3.09,3,false
,150,112,false,true,18,472.7,92,6.29,496.1,95,93.09,143.4,132,22.28,4.2,7,8.73,9,false
,85,251,true,false,9,494.8,101,40.09,333.5,102,24.18,78.3,70,46.89,6.4,16,3.24,7,true
,156,627,false,false,4,495.5,111,94.5,467.8,97,0.46,409.3,102,8.49,7.8,18,3.16,3,false
,46,141,false,true,35,156.1,79,10.13,296.7,41,90.24,203.1,62,83.53,6.4,7,3.59,2,true
,35,516,true,true,21,343.3,133,55.07,279.3,196,38.99,228.8,101,99.05,3.9,16,6.18,5,true
13,77,294,false,true,35,248.6,162,46.6,99.7,18,82.96,237.9,22,63.84,7.5,17,4.81,10,false
,67,364,false,false,26,91.5,147,73.34,169.0,133,46.82,396.6,86,9.32,0.7,0,8.74,6,false
,85,75,false,false,22,485.5,20,3.79,444.8,108,3.6,192.4,95,66.44,2.0,1,6.63,9,false
,144,14,true,true,32,480.9,109,60.15,91.0,172,97.73,14.5,33,78.31,0.2,6,4.15,9,false
,142,363,false,false,12,207.5,61,5.05,384.8,96,35.15,185.5,0,37.61,9.6,17,9.95,2,true
,47,812,false,true,22,402.2,194,80.24,451.9,72,16.8,424.0,170,12.51,6.8,11,3.32,4,false
,13,954,true,true,15,158.4,52,13.2,377.0,53,5.1,499.9,4,73.09,15.9,16,9.73,2,false
,78,359,true,true,33,411.1,182,95.78,259.8,160,18.54,145.1,105,65.84,10.3,14,2.81,3,true
,99,132,true,false,7,113.7,38,36.97,249.4,180,49.16,332.2,200,16.72,13.3,6,0.34,5,true
,109,118,true,false,16,151.8,134,86.7,242.5,184,86.78,180.4,84,87.94,15.6,4,4.99,10,false
,64,763,true,false,26,281.7,130,20.48,203.4,115,33.24,101.4,100,59.59,17.4,3,6.7,4,false
,135,215,false,true,31,498.2,167,76.02,336.4,112,23.0,286.8,67,54.67,9.4,15,0.83,1,false
05,76,526,false,true,10,160.8,125,26.41,81.5,120,44.05,43.3,137,33.1,3.2,14,6.74,10,false
,111,228,true,true,44,139.7,23,29.52,295.0,63,85.48,322.7,177,13.82,13.4,9,5.14,4,true
,8,823,true,true,8,385.8,110,58.58,441.2,111,67.07,28.3,136,71.26,14.2,18,9.91,7,true
,130,685,true,false,20,443.5,34,88.45,84.9,114,47.08,400.5,180,77.03,10.7,5,1.33,1,false
A7,192,506,false,false,37,255.6,105,3.64,311.4,138,36.43,160.0,7,18.07,15.7,10,2.7,10,true
,79,970,true,false,7,363.2,45,78.56,360.0,132,30.03,30.1,58,80.52,6.7,10,9.63,3,false
,119,128,false,false,50,418.2,48,76.99,439.4,159,69.89,318.7,90,3.97,19.6,5,7.75,7,false
AB,22,270,false,true,20,496.3,158,43.67,186.5,69,11.16,238.0,28,71.41,9.4,15,9.33,8,false
AB,66,340,true,true,40,105.1,139,23.13,259.1,102,66.03,481.5,63,46.14,9.3,8,8.6,1,true
,26,629,false,true,19,12.7,150,98.99,195.0,126,14.09,195.4,154,41.12,13.2,7,5.95,3,true
,166,512,true,false,0,20.2,86,0.33,306.9,66,4.08,130.4,129,43.82,14.5,5,2.86,5,false
,102,331,false,false,14,386.8,23,26.06,324.3,177,49.6,30.3,158,71.15,12.1,17,0.76,9,true
,191,376,false,true,2,73.8,193,99.39,353.7,121,84.09,334.0,61,15.44,14.0,19,4.81,9,true
,197,606,true,true,29,162.4,44,99.23,227.2,44,62.76,134.0,135,63.52,18.2,6,6.89,4,true
,18,973,true,false,11,266.2,181,49.26,163.0,125,88.27,171.2,186,52.73,5.6,11,8.96,6,false
,93,212,true,true,44,392.2,194,60.42,94.9,32,41.34,465.7,138,59.4,11.8,1,3.4,5,true
,24,631,false,true,41,109.4,137,6.83,362.4,88,28.62,425.2,152,8.51,11.2,15,6.98,5,false
,135,237,false,false,48,145.0,55,61.07,289.3,130,18.65,450.7,198,20.11,10.0,12,1.94,2,true
,84,418,true,false,20,451.8,142,69.49,24.8,164,20.46,187.6,159,54.83,5.4,2,2.42,8,false
,33,62,false,false,32,465.6,120,41.37,381.9,184,86.79,395.3,10,67.98,0.4,14,5.38,0,false
03,42,745,true,true,27,169.7,16,86.96,368.5,87,21.53,402.6,150,20.82,2.4,13,6.51,8,true
,163,813,true,true,46,270.5,138,77.73,336.7,93,58.33,407.7,67,13.24,9.8,8,9.01,4,true
AB,99,111,false,true,29,397.8,90,74.13,85.4,38,16.56,405.1,4,13.09,18.0,15,6.0,8,false
,44,915,false,false,35,113.0,147,5.02,106.8,8,58.14,96.1,68,87.22,12.2,13,6.75,8,true
,96,939,true,true,45,457.7,78,25.25,244.3,101,51.38,336.9,110,70.13,5.9,14,0.06,1,false
SIN,181,825,true,true,14,33.3,129,50.94,209.3,47,45.62,39.1,77,98.38,12.1,10,4.15,7,true
,35,601,true,false,47,253.1,29,36.75,81.8,172,85.32,78.5,65,30.07,1.4,6,4.93,9,true
,88,602,true,true,17,155.3,75,71.51,80.8,123,37.57,357.9,184,38.78,9.1,10,2.91,3,false
,18,25,false,false,9,366.4,19,64.85,170.2,35,36.38,18.6,77,47.18,7.7,2,7.23,10,false
,37,893,true,true,3,468.2,150,64.79,400.2,35,24.44,311.4,183,32.04,13.4,20,1.42,10,true
,102,219,false,false,10,496.6,50,30.57,479.4,30,16.51,112.8,121,8.87,1.1,5,3.74,1,false
,46,608,true,true,36,194.4,185,88.91,133.1,127,1.05,93.6,70,76.84,13.3,12,6.85,3,true
QC,76,417,false,false,25,489.8,147,23.62,240.7,74,72.21,433.9,136,40.76,17.6,10,6.59,5,true
,184,684,false,false,14,351.2,176,32.62,8.0,51,67.79,337.0,141,94.38,6.6,12,0.04,9,false
,158,455,true,true,48,146.8,56,1.63,182.2,84,72.58,360.5,198,49.31,7.5,14,8.84,4,true
,148,680,true,true,9,413.2,56,99.77,188.2,173,86.53,116.2,80,38.93,13.5,16,7.64,4,true
,0,128,false,false,39,132.6,161,8.56,232.6,195,4.34,342.6,142,38.34,10.8,19,5.01,8,false
,53,266,true,false,25,339.8,190,83.8,400.6,133,46.73,343.9,42,24.64,16.2,7,7.47,7,false
,126,482,false,false,49,134.2,75,63.08,72.0,54,44.66,93.2,141,50.47,1.6,15,1.23,4,false
,199,449,true,false,29,409.4,140,49.26,435.3,99,25.11,318.4,48,23.37,13.3,7,0.32,1,true
,138,906,false,true,21,260.0,109,96.35,219.3,61,98.25,20.3,74,1.27,14.3,5,5.66,9,true
04,33,998,true,true,13,106.4,145,46.04,198.8,64,34.87,312.5,84,0.28,16.0,13,8.39,10,false
,190,433,true,false,9,445.0,1,86.77,70.7,161,0.35,233.4,93,42.35,16.1,17,6.81,9,false
,83,72,false,true,23,181.3,99,46.05,196.2,75,19.0,120.8,111,79.87,9.2,16,5.27,9,true
,119,218,true,true,4,401.8,38,18.05,222.0,144,25.28,357.7,62,96.81,6.4,17,9.57,8,false
,139,986,false,false,40,379.1,29,46.26,483.8,119,52.63,265.0,59,65.45,19.8,7,1.45,5,false
,190,775,false,true,38,236.5,2,90.27,210.9,10,24.22,247.1,56,5.47,17.1,8,1.2,6,true
,100,315,true,false,35,155.6,18,0.4,452.6,121,37.08,436.5,23,25.88,1.2,15,7.99,3,false
A8,116,830,false,true,23,455.3,83,13.61,198.1,63,55.87,406.4,47,32.58,2.5,8,5.68,3,true
,59,109,false,false,2,26.6,119,88.77,212.0,118,1.91,415.4,109,30.47,7.6,2,9.86,10,true
,6,318,true,false,29,450.9,9,9.47,176.8,38,70.33,456.2,163,73.5,15.0,4,6.81,1,false
,46,203,false,false,30,191.0,158,99.0,14.6,157,98.82,109.9,19,83.82,12.9,19,2.78,3,true
B8,24,46,false,true,38,151.6,105,88.67,477.8,86,44.82,90.8,116,67.36,4.2,9,5.23,9,false
,162,210,false,false,45,99.3,3,58.15,483.0,10,53.24,14.2,30,65.88,7.6,0,7.43,8,false
B9,141,118,false,false,50,393.6,105,4.51,399.4,165,59.82,469.7,84,55.25,15.4,8,6.24,2,false
,88,793,true,false,15,408.5,175,82.11,147.9,42,61.73,99.0,3,49.95,4.0,13,9.06,10,false
F,9,174,false,true,11,326.0,85,47.15,206.7,172,61.07,401.7,200,7.82,16.1,1,9.89,8,true
,4,952,true,true,50,113.8,188,25.93,58.6,157,57.48,33.8,26,52.22,9.0,2,2.23,4,false
,68,674,true,false,35,207.0,24,69.03,136.8,57,3.55,297.9,135,36.23,5.1,7,7.14,8,false
,25,707,true,false,35,381.5,41,79.98,7.6,169,74.9,70.9,68,1.61,17.9,15,4.69,10,true
,70,194,true,false,22,333.4,54,66.63,451.3,34,90.41,467.5,26,7.31,4.6,19,1.76,2,false
,3,159,true,false,18,82.3,108,62.33,445.2,168,16.66,165.9,106,44.44,2.3,19,0.59,4,false
,5,912,true,false,25,339.2,180,63.47,200.9,139,31.55,196.2,186,44.88,3.5,6,0.02,0,true
,53,309,false,true,9,478.5,136,57.25,161.4,120,49.12,229.4,110,6.35,17.0,19,7.04,5,false
,13,31,false,true,31,433.4,82,18.76,199.0,112,52.73,373.8,165,90.5,9.1,19,1.1,1,true
,72,209,false,false,41,372.6,155,43.25,66.2,44,44.25,465.5,200,10.34,10.2,6,7.55,4,false
,9,852,false,false,18,281.4,72,74.81,113.0,9,0.22,24.1,166,1.66,8.0,0,5.56,8,false
,173,470,false,true,5,126.4,67,29.23,412.0,11,14.27,62.9,46,56.63,12.6,7,0.53,8,false
,126,477,false,true,11,307.7,35,29.4,101.6,55,54.27,380.1,63,58.35,12.2,3,3.98,4,false
B7,75,560,false,false,6,218.0,99,87.03,55.7,101,44.64,472.1,24,7.18,7.1,10,8.93,9,true
,59,168,true,false,39,441.2,60,39.14,160.9,48,26.96,100.4,92,51.53,6.8,10,5.61,6,true
QC,121,941,true,true,47,436.4,18,65.14,493.3,72,13.4,469.0,100,72.83,7.9,12,6.46,9,false
01,39,519,false,false,36,109.1,111,21.89,354.1,181,86.57,250.6,72,68.62,1.5,0,8.34,0,true
,68,377,false,true,4,144.6,32,75.02,400.3,18,15.74,437.8,47,30.87,4.5,13,7.84,9,false
,80,448,false,true,41,208.6,37,82.6,301.0,144,87.62,276.1,31,16.77,14.2,14,0.42,0,true
,90,369,true,true,9,404.8,62,69.69,431.4,48,8.15,291.9,190,40.47,1.6,0,4.23,6,false
,14,165,true,false,47,195.5,69,24.73,313.3,5,70.82,37.8,133,66.8,8.3,1,8.51,9,true
,15,170,false,false,32,365.4,25,64.79,356.5,9,33.59,36.9,85,36.0,19.6,1,2.15,9,false
,141,11,false,true,21,355.5,89,46.26,315.7,116,82.07,434.1,45,71.94,18.7,17,1.32,0,false
PA,9,537,true,true,24,208.6,133,15.92,291.8,162,84.43,465.0,103,27.91,15.5,5,5.87,8,true
,68,477,true,false,9,28.9,160,48.12,151.0,56,37.72,25.6,190,64.26,18.5,14,2.02,2,false
,138,787,false,true,46,292.1,134,37.56,226.6,176,29.26,14.3,10,64.58,6.3,3,6.37,5,true
,54,35,false,false,7,269.4,132,11.25,247.0,3,55.49,291.3,109,34.17,9.4,4,5.64,10,false
,71,823,false,false,16,264.9,47,16.81,472.9,62,83.95,181.6,163,56.45,4.4,5,0.02,1,false
,27,945,false,true,15,369.9,10,46.53,402.4,39,21.81,100.8,97,10.92,10.5,0,9.35,7,true
,137,590,false,false,18,276.8,198,15.05,81.9,140,35.09,384.3,192,24.16,0.3,0,9.98,1,true
,65,850,false,false,13,72.4,107,50.72,79.1,117,20.78,333.4,27,9.0,2.4,6,0.59,6,true
,22,250,true,true,2,307.4,116,2.01,206.4,45,73.2,401.8,48,6.6,19.8,17,5.05,3,false
,177,919,false,false,27,437.7,144,29.99,488.8,105,91.97,305.0,11,20.27,0.7,1,0.76,6,false
,77,930,true,false,9,360.4,114,37.44,496.0,109,29.22,256.1,21,94.63,7.6,8,3.51,3,true
,120,226,true,false,6,232.0,24,4.09,412.8,123,33.73,373.0,195,89.05,6.3,3,4.0,4,false
,180,509,true,false,25,341.5,82,39.8,143.2,96,75.18,329.2,124,46.85,0.8,6,7.61,1,false
,115,390,true,false,48,162.6,15,92.97,110.9,127,80.86,208.6,137,96.15,10.7,8,7.87,1,false
,129,324,true,false,42,114.7,40,30.57,212.7,0,46.48,110.1,7,39.98,15.1,6,3.04,1,false
,192,978,false,true,4,183.7,37,65.65,374.0,171,50.12,495.8,133,9.66,11.2,19,5.66,7,false
,104,802,true,false,45,143.6,7,64.3,37.8,113,80.27,457.7,93,99.5,15.7,15,5.63,5,true
,12,661,false,false,8,449.0,155,2.88,329.6,132,28.86,410.6,45,37.89,1.4,4,0.15,3,true
,9,611,false,false,7,412.7,106,22.52,210.1,77,43.17,446.2,64,15.2,12.8,10,1.62,0,true
,69,205,true,true,11,207.6,163,40.38,411.0,182,94.05,177.7,78,18.21,7.6,18,6.82,3,false
,131,557,true,true,30,245.6,179,55.88,73.2,85,51.34,422.1,155,95.76,14.3,19,3.8,9,true
,46,369,false,true,43,185.5,175,68.76,159.7,17,97.91,125.3,88,15.54,12.6,17,3.56,8,false
,21,225,true,true,6,81.7,10,20.3,318.0,55,27.81,461.7,83,12.97,19.2,17,8.85,10,false
,8,55,true,false,18,358.6,12,38.74,36.5,186,75.69,466.7,93,84.55,12.4,8,8.72,6,true
,116,179,true,false,14,426.9,152,32.56,223.6,15,93.02,106.6,30,68.48,4.4,11,7.49,6,false
,160,392,true,false,41,154.9,89,63.5,146.7,2,76.92,241.4,33,16.23,18.5,16,6.65,1,true
,186,630,true,true,30,455.0,68,30.14,0.3,146,71.93,382.8,7,69.69,19.6,3,9.17,3,true
,180,811,true,false,7,72.0,58,65.04,107.1,21,44.55,475.2,45,11.67,6.7,7,2.5,10,false
CO,90,933,true,false,44,201.0,0,33.2,255.1,80,49.83,457.7,175,19.54,15.2,5,8.68,1,true
IL,2,355,false,true,36,351.7,39,10.72,41.6,142,46.28,252.9,156,87.19,2.5,0,6.32,4,true
,196,621,false,false,10,463.3,93,26.57,54.6,14,79.68,246.9,131,34.79,17.8,1,1.57,7,false
,154,624,false,true,3,192.1,55,81.51,496.0,133,32.76,162.8,155,13.85,16.5,7,5.32,8,false
,33,305,false,true,8,82.9,113,54.59,115.4,135,1.42,14.4,93,72.32,18.4,20,0.76,6,false
,8,790,true,true,34,80.4,110,50.95,65.9,93,45.88,322.0,109,75.63,8.8,2,9.09,6,false
,193,525,true,false,3,121.5,2,78.66,449.3,52,85.07,186.8,136,72.57,14.5,14,1.42,10,true
,74,170,true,true,47,101.1,186,96.49,404.1,37,15.9,52.6,59,18.51,8.2,15,5.39,8,false
,43,701,true,false,13,109.3,188,67.61,273.6,162,33.11,454.7,185,94.82,2.5,2,3.37,6,false
,160,930,false,true,49,397.4,127,94.17,51.3,179,99.29,159.2,125,76.05,3.0,16,0.57,4,true
,169,868,true,true,49,128.3,123,81.3,16.3,152,72.87,358.8,65,28.04,9.9,11,9.65,3,false
,47,310,true,false,40,416.4,29,13.15,268.9,74,38.22,24.1,94,2.09,5.4,6,7.39,10,false
,116,76,false,false,29,349.8,90,16.95,348.8,154,69.94,394.7,80,29.82,3.1,17,5.91,9,true
,174,548,true,false,12,131.1,19,65.37,54.3,150,67.35,165.7,7,66.41,11.3,0,9.5,2,false
,170,627,true,false,16,116.7,188,44.12,456.8,102,44.26,377.8,67,26.55,18.9,0,9.26,7,false
,70,758,true,false,14,128.1,73,25.58,183.0,39,34.61,195.1,177,8.58,2.9,11,2.6,5,true
,34,429,false,false,14,157.8,47,15.15,311.1,53,27.79,162.8,1,98.54,6.5,5,4.22,7,true
O,135,915,true,false,33,65.9,90,29.13,30.5,3,83.44,71.5,105,71.4,3.0,16,1.47,7,true
,3,937,false,true,16,259.1,52,29.05,253.8,200,26.02,483.4,41,28.66,7.5,11,6.0,6,false
,53,822,true,true,8,461.8,42,18.49,142.3,16,85.42,93.8,72,41.42,8.8,17,8.97,3,true
,100,40,true,false,28,140.0,44,70.25,187.4,37,32.42,324.0,17,1.47,19.8,5,8.7,2,false
,56,75,false,false,23,380.4,160,94.26,136.4,20,13.93,366.5,55,27.59,16.8,6,3.55,9,true
,19,495,true,false,2,85.5,111,45.97,491.0,139,0.34,424.4,43,89.58,18.8,17,8.08,6,true
,162,258,false,false,13,461.0,51,22.25,82.2,136,13.89,489.9,42,17.53,2.1,20,5.11,7,false
AB,76,879,true,false,44,72.2,136,80.7,54.8,164,90.75,132.2,194,48.26,8.0,15,3.1,0,true
,32,927,true,false,24,269.8,1,7.5,219.4,56,22.55,166.4,112,33.88,9.1,20,5.66,4,false
,131,373,true,true,3,454.9,130,24.29,381.5,188,47.75,375.9,25,34.72,8.3,13,5.05,2,false
,140,402,true,true,37,18.3,73,44.27,404.2,9,28.34,335.4,110,55.68,18.1,17,5.34,3,false
,151,70,false,false,19,496.0,98,1.56,22.3,109,80.27,420.1,18,79.45,12.7,3,3.52,1,true
,186,971,false,false,16,378.7,2,6.32,405.5,26,9.58,212.0,50,4.62,8.5,8,5.65,9,false
,165,124,false,false,19,192.8,67,88.33,271.2,200,63.53,335.3,54,56.25,3.0,8,7.74,7,true
,82,545,false,true,3,300.2,174,28.95,294.7,127,28.19,450.5,147,43.38,8.2,19,8.19,4,false
,101,305,false,true,35,408.2,156,68.99,169.6,29,24.1,199.9,165,30.92,17.7,1,2.46,3,true
,184,344,true,true,13,6.7,155,9.72,220.3,180,78.28,431.9,184,80.94,9.8,7,1.76,8,true
,38,564,false,false,41,426.7,157,27.93,220.6,29,21.13,223.8,81,28.68,17.7,3,3.25,10,false
A8,107,28,true,true,48,382.1,117,1.29,313.7,44,1.77,97.5,168,89.1,6.1,15,8.91,8,false
,33,69,false,true,29,341.2,25,65.83,287.1,39,39.43,43.0,107,7.15,8.4,11,8.85,8,false
,5,308,true,false,2,302.3,67,47.92,159.7,81,77.62,360.4,90,21.43,6.8,7,3.65,8,true
,120,290,true,true,25,183.1,95,83.45,360.1,61,88.23,128.0,63,17.62,11.4,10,5.05,9,true
,143,379,true,true,34,118.9,70,89.01,331.5,55,93.78,114.0,93,78.26,0.9,5,4.75,6,false
SC,140,791,true,true,44,409.0,154,0.79,198.5,124,31.53,298.7,194,92.46,18.3,19,4.55,5,true
,16,719,false,true,1,124.8,137,81.06,196.8,13,66.45,264.0,199,6.6,6.0,17,3.83,3,true
,85,298,true,true,3,174.0,189,37.93,111.6,42,55.25,287.3,176,95.97,3.9,5,6.48,7,false
,149,664,false,true,43,396.7,7,89.22,329.2,13,4.02,466.5,199,20.37,2.3,11,2.16,0,true
,7,678,false,true,50,448.1,183,15.23,467.2,151,90.42,98.7,197,55.33,3.6,1,6.93,1,false
,97,94,false,true,44,355.1,198,84.15,134.7,142,30.07,251.6,114,62.52,12.9,7,5.33,8,false
,156,725,false,false,50,205.2,159,60.68,126.7,118,81.02,415.5,40,95.11,19.6,9,9.05,2,true
,47,825,true,false,46,74.6,91,74.09,25.4,53,49.09,155.1,146,62.01,13.0,11,2.7,2,true
NSW,132,105,true,false,43,352.2,74,98.16,318.2,99,49.17,437.4,74,78.33,15.3,11,6.11,0,false
16,148,114,false,true,24,477.7,194,14.17,121.8,64,84.5,375.9,175,30.48,2.2,19,4.72,7,true
,25,325,true,false,46,121.8,187,21.8,126.6,100,78.78,234.3,104,44.13,13.4,11,4.87,3,false
,146,413,true,true,46,6.7,141,82.74,12.0,148,38.4,274.5,13,60.2,9.1,10,9.28,9,false
,58,505,true,false,31,357.7,149,67.35,335.5,146,21.92,283.9,19,80.93,10.4,15,9.88,6,false
,189,298,true,true,31,137.8,11,26.07,22.5,150,11.41,279.5,10,77.67,2.0,5,9.16,3,false
,118,591,true,false,26,244.0,18,28.8,26.0,20,61.34,256.2,189,49.07,17.9,4,1.6,9,false
,143,554,false,true,23,283.5,33,89.84,416.0,119,16.8,79.1,40,40.12,4.3,16,7.13,9,false
,58,172,false,false,20,343.5,49,86.23,354.1,88,90.91,273.4,38,68.19,11.7,6,8.6,7,false
,51,555,true,false,0,386.2,191,94.52,193.9,74,91.65,443.8,28,13.61,10.6,4,7.39,7,true
16,123,321,true,true,33,224.6,195,51.86,115.0,143,77.42,149.8,136,3.49,2.7,18,0.66,6,true
,123,812,false,true,33,114.0,185,77.02,275.1,148,69.59,316.0,113,52.35,15.1,2,9.65,1,false
,196,681,false,false,35,165.4,143,83.67,143.8,170,20.69,11.9,7,87.9,3.9,0,5.11,7,true
,181,77,false,false,41,492.9,161,45.37,35.0,103,97.89,250.0,16,23.67,0.9,3,9.3,3,true
,153,114,true,true,5,242.5,114,93.63,276.6,75,38.26,439.0,32,3.42,17.7,18,8.34,7,true
,2,281,true,true,32,476.6,133,68.13,161.1,109,61.16,62.1,196,39.29,19.2,10,0.83,7,true
,134,719,false,false,26,109.7,157,4.3,208.0,75,8.51,342.9,188,73.91,7.2,1,0.14,6,true
,97,32,true,true,29,240.0,58,88.82,82.8,7,67.86,480.8,125,61.3,3.2,17,0.19,6,false
,151,246,true,false,46,90.5,51,85.38,147.1,185,35.88,414.3,76,30.97,0.2,7,7.41,1,true
NS,131,261,true,false,35,344.1,11,79.21,340.7,72,18.13,252.3,89,50.91,10.7,16,5.12,2,false
,87,627,false,true,14,381.5,113,4.01,462.9,69,95.87,456.1,30,62.65,4.6,11,4.88,7,false
,12,788,false,false,39,26.4,121,13.3,349.0,101,11.55,177.0,192,57.49,14.0,3,8.78,4,true
,103,292,true,true,17,192.6,116,70.24,357.1,131,39.51,209.7,82,86.37,6.8,12,0.69,6,false
,181,468,true,true,39,241.4,36,61.53,339.5,20,75.74,78.2,7,90.16,12.0,1,6.19,9,false
,28,392,false,true,49,453.3,124,83.41,53.6,75,96.57,40.5,177,79.7,14.7,9,1.13,10,false
NY,69,182,true,true,23,350.5,178,55.86,189.9,51,85.71,195.7,15,21.63,3.4,6,9.02,1,false
,131,409,true,true,7,81.9,179,77.69,14.5,191,74.42,275.8,176,55.22,7.8,12,0.98,9,false
D,68,26,false,true,40,382.5,33,62.29,438.9,168,1.56,291.0,170,82.9,17.3,9,9.29,5,true
14,69,610,true,true,17,128.6,109,95.37,240.8,59,20.08,402.6,48,63.87,13.5,10,8.46,1,false
AB,36,401,false,false,28,34.9,83,12.23,418.0,35,58.45,43.7,196,19.73,1.7,6,0.71,5,false
,3,493,true,false,12,332.7,43,56.52,321.6,85,6.35,243.6,7,27.94,3.7,1,9.55,2,true
,97,378,false,false,32,205.5,175,13.54,59.8,0,25.64,497.5,168,5.89,7.8,0,5.62,2,true
,67,139,true,true,30,67.5,105,15.8,28.2,150,62.08,352.8,61,51.79,14.9,15,2.77,3,true
,161,652,true,false,10,194.0,109,74.95,271.5,181,2.53,150.3,96,72.07,15.1,5,2.62,2,false
,43,913,true,false,21,151.0,94,54.89,20.2,82,95.27,116.8,166,64.36,11.0,15,2.3,3,false
,156,753,true,true,7,326.9,58,52.9,138.9,49,21.38,213.1,157,52.2,13.3,9,0.99,3,false
,162,867,false,false,42,160.9,159,46.14,263.7,154,92.42,353.2,50,28.04,8.8,3,0.33,4,true
,1,514,true,false,5,50.6,130,18.94,8.8,200,97.33,89.0,21,15.88,7.6,18,0.9,3,false
,139,208,true,true,13,115.2,37,51.35,362.3,199,72.19,207.3,142,38.46,19.4,9,7.73,0,false
,32,40,true,true,13,228.6,21,5.03,84.0,169,38.94,123.8,171,85.55,14.8,0,1.86,5,false
BCN,188,498,false,true,36,493.9,52,60.23,194.8,52,14.77,120.5,90,43.55,8.4,19,9.96,9,false
,77,999,false,false,20,338.8,154,73.2,165.0,183,80.09,332.4,178,30.87,8.7,5,6.29,6,true
O,88,761,true,true,19,482.6,25,40.79,19.9,77,89.71,266.2,104,80.51,16.6,19,4.54,9,false
11,117,755,true,false,20,247.5,152,69.88,156.5,140,56.79,33.4,107,70.02,1.0,0,2.19,1,true
,194,291,true,true,36,46.0,145,72.07,415.5,70,82.09,456.2,17,8.18,3.7,12,1.79,1,true
,86,212,false,false,38,491.2,43,24.95,51.2,92,22.39,91.6,134,28.25,10.1,7,9.56,6,true
,118,660,false,false,24,479.7,88,35.74,497.7,185,40.44,208.2,90,9.34,19.6,19,7.02,8,false
,6,855,false,false,11,185.4,101,34.72,429.8,4,13.02,453.9,200,72.8,15.2,20,0.04,3,false
,70,915,true,false,22,296.4,137,42.36,28.2,70,53.42,164.5,91,78.12,17.6,20,4.48,0,true
,168,917,false,false,18,433.6,25,61.37,350.8,52,88.32,138.6,0,18.78,14.4,10,8.49,8,false
,99,95,false,true,31,282.0,103,83.99,231.7,45,3.96,264.8,194,74.11,6.2,3,8.5,0,false
,187,742,true,true,9,196.3,128,28.47,7.9,30,80.79,252.0,58,93.24,5.8,7,7.61,1,true
,171,430,true,true,25,131.5,89,41.81,279.9,167,57.1,21.9,22,33.8,11.2,5,4.68,5,false
,116,776,false,true,35,452.8,93,47.39,115.7,109,56.42,203.3,151,75.36,9.9,12,7.43,6,false
,37,820,true,true,6,127.9,122,51.41,218.9,157,9.48,160.5,173,95.41,14.6,3,4.34,6,false
,185,896,true,true,31,239.0,47,91.54,117.2,20,36.89,38.3,95,32.33,15.7,18,5.16,7,false
,75,959,true,true,15,149.0,93,16.47,494.1,120,75.59,437.1,180,79.99,9.5,9,9.44,0,false
,118,218,true,true,26,131.7,173,66.96,452.1,96,18.93,156.2,138,67.5,12.6,14,7.23,10,true
,166,779,true,false,4,88.7,165,8.49,415.3,15,10.36,382.8,200,28.67,11.2,4,5.67,4,true
,197,563,true,true,33,272.2,133,91.11,398.3,174,86.32,276.0,194,46.09,10.8,1,5.36,10,false
B9,12,467,false,true,30,276.6,37,7.56,454.5,117,67.73,348.4,14,38.03,18.5,6,7.39,8,false
,147,473,true,false,10,446.2,199,35.62,442.8,151,29.87,191.6,10,17.44,5.7,9,7.18,9,false
,50,21,false,false,6,101.8,165,86.94,391.2,198,47.29,465.0,24,16.31,11.7,5,2.15,5,false
,164,84,true,false,5,277.6,119,26.44,393.1,28,30.42,109.8,121,64.43,16.6,2,7.79,7,true
,198,651,true,true,21,19.4,47,95.3,173.1,149,68.03,492.5,12,59.04,15.6,4,8.4,8,false
,7,502,true,false,22,110.7,126,61.33,175.9,98,27.92,407.5,187,90.94,14.8,15,9.18,0,false
,176,814,false,false,12,300.0,41,20.82,183.9,196,81.35,494.4,148,9.32,9.1,8,9.5,5,false
,15,799,false,false,43,248.8,89,83.4,1.8,19,19.42,414.2,94,27.53,1.7,12,5.53,0,true
A8,160,48,false,true,21,237.9,72,53.18,471.0,53,84.94,412.6,157,52.4,4.9,3,5.87,10,true
,176,361,false,true,15,395.9,4,82.18,245.1,90,58.5,497.4,84,13.37,1.1,8,5.92,9,false
,115,396,true,false,40,183.0,103,47.52,129.9,109,58.06,72.2,94,9.53,19.7,6,5.49,6,true
,170,804,false,false,10,98.6,113,50.39,312.0,100,43.5,266.3,112,87.77,12.7,20,9.03,6,false
,131,661,true,true,12,43.4,185,78.26,264.7,128,2.88,446.5,174,34.49,9.2,13,3.26,2,true
,59,480,false,true,2,139.3,12,84.28,489.9,138,46.28,148.4,19,76.34,10.8,3,7.05,4,true
,113,399,false,true,5,403.9,31,17.29,313.2,130,43.74,55.3,76,29.43,13.3,17,5.83,6,true
,11,885,true,false,16,194.8,172,71.34,358.7,102,36.79,60.1,141,85.03,18.2,5,2.7,9,true
,105,302,false,false,13,226.5,150,0.39,99.1,161,14.98,43.4,153,90.03,4.7,14,6.37,1,true
,93,316,true,false,16,495.7,189,27.41,462.1,140,78.63,148.8,135,34.33,7.6,0,4.93,4,true
